"Proveedor","Estatus","Categoría","Subcategoria","Codigo","Descripcion ","Udm","Metraje","Formato","Tipo","Tipologia ","Color","Acabado","Corte","Precio sistema Caja","Precio Regular M2","Descuento autorizado Oferta Final ","Oferta Final M2 ","Precio M2 con complementos"
"Vitromex","Master","Pisos ","Pisos Vitromex",520256440010061,"PISO ROMA HUESO 37X37 CM 2.11 M2","M2",2.11,"37x37","Cerámico","Marmol","Beige","Mate","No Rectificado"," $309.00 "," $146.45 ",18.74%," $119.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520256440011061,"PISO ROMA GRIS 37X37 CM 2.11 M2/CAJA","M2",2.11,"37x37","Cerámico","Marmol","Gris","Mate","No Rectificado"," $309.00 "," $146.45 ",18.74%," $119.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520256440026061,"PISO ROMA ARENA 37X37CM 2.11M2/CAJA","M2",2.11,"37x37","Cerámico","Marmol","Beige","Mate","No Rectificado"," $309.00 "," $146.45 ",18.74%," $119.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex","520256427010131LOT","MURO ROMA HUESO 20.1X30.2 CM 1.82 M2/CAJA","M2",1.82,"20.1x30.2","Cerámico","Marmol","Beige","Mate","No Rectificado"," $289.00 "," $158.79 ",18.76%," $129.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520256427011131,"MURO ROMA GRIS 20.1X30.2 CM 1.82 M2/CAJA","M2",1.82,"20.1x30.2","Cerámico","Marmol","Gris","Mate","No Rectificado"," $289.00 "," $158.79 ",18.76%," $129.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex","520256427026131LOT","MURO ROMA ARENA 20.1X30.2 CM 1.82 M2/CAJA","M2",1.82,"20.1x30.2","Cerámico","Marmol","Beige","Mate","No Rectificado"," $289.00 "," $158.79 ",18.76%," $129.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",521606425007901,"PISO BRUMA BLANCO 35.7X35.7 1.78 M2","M2",1.78,"35.7x35.7","Cerámico","Piedra","Gris","Brillante","No Rectificado"," $299.00 "," $167.98 ",17.25%," $139.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522910425028901,"PISO MILA BEIGE35.7x35.7 1.78 M2","M2",1.78,"35.7x35.7","Cerámico","Marmol","Beige","Brillante","No Rectificado"," $299.00 "," $167.98 ",17.25%," $139.00 "," $-   "
"Daltile","Master","Pisos ","Pisos Daltile","GZ3515151P7","GZ35 37x37cm Navia Beige 1a. Cal  2.11M2","M2",2.11,"37x37","Cerámico","Marmol","Beige","Brillante","No Rectificado"," $389.00 "," $184.36 ",21.35%," $145.00 "," $135.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GZ3615151P7","GZ36 37x37cm Navia Gris 1a. Cal 2.11M2","M2",2.11,"37x37","Cerámico","Marmol","Gris","Brillante","No Rectificado"," $389.00 "," $184.36 ",21.35%," $145.00 "," $135.00 "
"Vitromex","Master","Pisos ","Pisos Vitromex","520963427010131LOT","MURO ASPEN HUESO 20.1X30.2CM 1.82M2/CAJA","M2",1.82,"20.1x30.2","Cerámico","Marmol","Beige","Mate","No Rectificado"," $329.00 "," $180.77 ",17.57%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex","520963425010261LOT","PISO ASPEN HUESO 35.7X35.7 CM 1.78 M2","M2",1.78,"35.7x35.7","Cerámico","Marmol","Beige","Mate","No Rectificado"," $329.00 "," $184.83 ",19.39%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520963425007261,"PISO ASPEN BLANCO 35.7X35.7 CM 1.78 M2/CAJA","M2",1.78,"35.7x35.7","Cerámico","Marmol","Blanco","Mate","No Rectificado"," $329.00 "," $184.83 ",19.39%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522593425284261,"PISO COSALA HAYA 35.7X35.7 CM 1.78 M2/CAJA","M2",1.78,"35.7x35.7","Cerámico","Madera","Café","Brillante","No Rectificado"," $329.00 "," $184.83 ",19.39%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522595425007261,"PISO XILITLA BLANCO 35.7X35.7 CM 1.78 M2/CAJA","M2",1.78,"35.7x35.7","Cerámico","Monocolor","Blanco","Brillante","No Rectificado"," $329.00 "," $184.83 ",19.39%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522924440011061,"PISO MARISMA NEGRO 37x37 CM 2.11 M2/CAJA","M2",2.11,"37x37","Cerámico","Marmol","Negro","Brillante","No Rectificado"," $429.00 "," $203.32 ",26.72%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520906025010031,"PISO ROMA HUESO 40.3X40.3 CM 1.62 M2","M2",1.62,"40.3x40.3","Cerámico","Marmol","Beige","Mate","No Rectificado"," $299.00 "," $184.57 ",19.27%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520906025026131,"PISO ROMA GRIS 40.3X40.3 CM 1.62 M2 CAJA","M2",1.62,"40.3x40.3","Cerámico","Marmol","Gris","Mate","No Rectificado"," $299.00 "," $184.57 ",19.27%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520906025026031,"PISO ROMA ARENA 40.3X40.3 CM 1.62 M2 CAJA","M2",1.62,"40.3x40.3","Cerámico","Marmol","Beige","Mate","No Rectificado"," $299.00 "," $184.57 ",19.27%," $149.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522676325343061,"PISO CHAPALA FRESNO 18X60.6 CM 1.64 M2/CAJA","M2",1.64,"18x60.6","Cerámico","Madera","Beige","Mate","No Rectificado"," $379.00 "," $231.10 ",26.87%," $169.00 "," $149.00 "
"Vitromex","Master","Pisos ","Pisos Vitromex",522676325074061,"PISO CHAPALA PINO 18X60.6 CM 1.64 M2/CAJA","M2",1.64,"18x60.6","Cerámico","Madera","Beige","Mate","No Rectificado"," $379.00 "," $231.10 ",26.87%," $169.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522676325863061,"PISO CHAPALA ALBINO 18X60.6 CM 1.64 M2/CAJA","M2",1.64,"18x60.6","Cerámico","Madera","Gris","Mate","No Rectificado"," $379.00 "," $231.10 ",26.87%," $169.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522676325111061,"PISO CHAPALA MIEL 18X60.6 CM 1.64 M2/CAJA","M2",1.64,"18x60.6","Cerámico","Madera","Beige","Mate","No Rectificado"," $379.00 "," $231.10 ",26.87%," $169.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522838427124131,"MURO MAZAMITLA AZUL 20.1X30.2 CM 1.82 M2/CAJA","M2",1.82,"20.1x30.2","Cerámico","Marmol","Azul","Brillante","No Rectificado"," $379.00 "," $208.24 ",18.84%," $169.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522838427125131,"MURO MAZAMITLA CREMA 20.1X30.2 CM 1.82 M2/CAJA","M2",1.82,"20.1x30.2","Cerámico","Marmol","Beige","Brillante","No Rectificado"," $379.00 "," $208.24 ",18.84%," $169.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522838427011131,"MURO MAZAMITLA GRIS 20.1X30.2 CM 1.82 M2/CAJA","M2",1.82,"20.1x30.2","Cerámico","Marmol","Gris","Brillante","No Rectificado"," $379.00 "," $208.24 ",18.84%," $169.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522838427098131,"MURO MAZAMITLA VERDE 20.1X30.2 CM 1.82 M2/CAJA","M2",1.82,"20.1x30.2","Cerámico","Marmol","Verde","Brillante","No Rectificado"," $379.00 "," $208.24 ",18.84%," $169.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522979425007901,"PISO MARMOLIZA BLANCO 35.7X35.7 1.78 M2","M2",1.78,"35.7x35.7","Cerámico","Marmol","Blanco","Brillante","No Rectificado"," $369.00 "," $207.30 ",18.48%," $169.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522676325847061,"PISO CHAPALA ABEDUL 18X60.6 CM 1.64 M2/CAJA","M2",1.64,"18x60.6","Cerámico","Madera","Café","Mate","No Rectificado"," $379.00 "," $231.10 ",26.87%," $169.00 "," $159.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GSZ12424C1P7","GSZ1 60.5 cm x 60.5 cm Spazio Cream 1a. Cal. 1.825M2","M2",1.825,"60.5x60.5","Cerámico","Piedra","Beige","Mate","No Rectificado"," $544.00 "," $298.08 ",43.30%," $169.00 ",
"Vitromex","Master","Pisos ","Pisos Vitromex",522531090011021,"PISO CANEA GRIS 45X45 CM 1.62 M2/CAJA","M2",1.62,"45x45","Cerámico","Marmol","Gris","Mate","No Rectificado"," $359.00 "," $221.60 ",19.23%," $179.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522531090003021,"PISO CANEA MARRON 45X45 CM 1.62 M2/CAJA","M2",1.62,"45x45","Cerámico","Marmol","Café","Mate","No Rectificado"," $359.00 "," $221.60 ",19.23%," $179.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522546090028021,"PISO CORFÚ BEIGE 45X45 CM 1.62 M2/CAJA","M2",1.62,"45x45","Cerámico","Piedra","Beige","Mate","No Rectificado"," $359.00 "," $221.60 ",19.23%," $179.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522546090567021,"PISO CORFÚ GRAFITO 45X45 CM 1.62M2 CAJA","M2",1.62,"45x45","Cerámico","Piedra","Gris","Mate","No Rectificado"," $359.00 "," $221.60 ",19.23%," $179.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",521282090056021,"PISO VELVET MARFIL 45X45 CM 1.62 M2 CAJA","M2",1.62,"45x45","Cerámico","Marmol","Beige","Mate","No Rectificado"," $359.00 "," $221.60 ",19.23%," $179.00 "," $-   "
"Daltile","Master","Pisos ","Pisos Daltile","ZLC015151P7","ZLC0 37cm x 37cm Lucca Bianco 1a Cal. 2.11M2","M2",2.11,"37x37","Cerámico","Marmol","Blanco","Brillante","No Rectificado"," $469.00 "," $222.27 ",19.47%," $179.00 "," $169.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS2005 ","PISO OLYMPIA BIANCO 47X47 1.99M2","M2",1.99,"47X47","Cerámico","Marmol","blanco","Brillo","Rectificado"," $429.00 "," $215.58 ",16.97%," $179.00 "," $169.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS20008","PISO CARRARA GOLD 47X47 1.99M2","M2",1.99,"47X47","Cerámico","Marmol",,"Brillo","No Rectificado"," $429.00 "," $215.58 ",16.97%," $179.00 "," $159.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024510","HALO 66 IVORY 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","Beige","Mate","No Rectificado"," $409.00 "," $227.22 ",18.58%," $185.00 "," $-   "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024511","HALO 66 SILVER 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","Gris","Mate","No Rectificado"," $409.00 "," $227.22 ",18.58%," $185.00 ",
"Vitromex","Master","Pisos ","Pisos Vitromex",522125413496351,"PISO AMAZONIAN CLIFF 18X60.6 CM 1.64 M2/CAJA TE","M2",1.64,"18x60.6","Cerámico","Madera","Beige","Mate","No Rectificado"," $449.00 "," $273.78 ",30.97%," $189.00 "," $-   "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100138","TANGER 26 ROBLE 22.5X60 14PZ 1.89M2","M2",1.89,"22.5X60","Cerámico","Madera","Café","Mate","No Rectificado"," $429.00 "," $226.98 ",21.14%," $179.00 "," $169.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100192","TANGER 26 NOGAL 22.5X60 14PZ 1.89M2","M2",1.89,"22.5X60","Cerámico","Madera","Café","Mate","No Rectificado"," $429.00 "," $226.98 ",16.73%," $189.00 "," $179.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100144","TANGER 26 GRIS 22.5X60 14PZ 1.89M2","M2",1.89,"22.5X60","Cerámico","Madera","Gris","Mate","No Rectificado"," $429.00 "," $226.98 ",16.73%," $189.00 "," $179.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100184","PISO FRESNO 26 NUEZ 22.5X60 14PZ 1.89M2","M2",1.89,"22.5X60","Cerámico","Madera","Café","Mate","No Rectificado"," $429.00 "," $226.98 ",21.14%," $179.00 "," $169.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS7694","PISO AMAZONAS HONEY 22.5X60 1.89 M2","M2",1.89,"22.5X60","Cerámico","Madera","Café","Mate","No Rectificado"," $409.00 "," $216.40 ",21.90%," $169.00 "," $159.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZDM1720B1P2","ZDM1 18X50 Sunwood Natural 1a. Cal 1.08M2","M2",1.08,"18x50","Cerámico","Madera","Beige","Mate","No Rectificado"," $239.00 "," $221.30 ",14.59%," $189.00 "," $179.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GLD3720B1P2","GLD3 18 cm x 50 cm Legend Natural 1a. Cal 1.08M2","M2",1.08,"18x50","Cerámico","Madera","Beige","Mate","No Rectificado"," $259.00 "," $239.81 ",21.19%," $189.00 "," $179.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZDM27241","ZDM2 18 cm x 60 cm Sunwood Miel 1a. Cal 1.64 m2","M2",1.64,"18x60","Cerámico","Madera","Beige","Mate","No Rectificado"," $549.00 "," $334.76 ",43.54%," $189.00 "," $179.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZLW57241","ZLW5 18 cm x 60 cm Living Wood Gray 1a. Cal 1.64 m2","M2",1.64,"18x60","Cerámico","Madera","Gris","Mate","No Rectificado"," $399.00 "," $243.29 ",22.32%," $189.00 "," $179.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS7695","PISO AMAZONAS GREY 22.5X60 1.89 M2","M2",1.89,"22.5X60","Cerámico","Madera","gris","Mate","No Rectificado"," $409.00 "," $216.40 ",17.28%," $179.00 "," $169.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS7693","PISO AMAZONAS CHERRY 22.5X60 1.89 M2","M2",1.89,"22.5X60","Cerámico","Madera","Café","Mate","No Rectificado"," $409.00 "," $216.40 ",21.90%," $169.00 "," $159.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100145","FRESNO 26 GRIS 22.5X60 14PZ 1.89M2","M2",1.89,"22.5X60","Cerámico","Madera","Gris","Mate","No Rectificado"," $429.00 "," $226.98 ",16.73%," $189.00 "," $169.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100137","FRESNO 26 CHERRY 22.5X60 14PZ 1.89M2","M2",1.89,"22.5X60","Cerámico","Madera","Café","Mate","No Rectificado"," $429.00 "," $226.98 ",16.73%," $189.00 "," $169.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GZ3518181P7","GZ35 45x45 Navia Beige 1a. Cal 1.63M2","M2",1.63,"45x45","Cerámico","Marmol","Beige","Brillante","No Rectificado"," $379.00 "," $232.52 ",18.72%," $189.00 "," $179.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GZ3618181P7","GZ36 45x45 Navia Gris 1a. Cal 1.63M2","M2",1.63,"45x45","Cerámico","Marmol","Gris","Brillante","No Rectificado"," $379.00 "," $232.52 ",18.72%," $189.00 "," $179.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZLC018181P7","ZLC0 45x45 Lucca Bianco 1a Cal 1.63M2","M2",1.63,"45x45","Cerámico","Marmol","Blanco","Brillante","No Rectificado"," $379.00 "," $232.52 ",18.72%," $189.00 "," $179.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024503","CALI 66 IVORY 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","Beige","Mate","No Rectificado"," $409.00 "," $227.22 ",16.82%," $189.00 "," $179.00 "
"Vitromex","Master","Pisos ","Pisos Vitromex",520256251026151,"PISO ROMA ARENA 20.1X20.1 CM 1.53 M2 CAJA","M2",1.53,"20.1x20.1","Cerámico","Marmol","Beige","Mate","No Rectificado"," $369.00 "," $241.18 ",17.49%," $199.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",521821408011151,"PISO PERLAGE GRIS 20.1X20.1 CM 1.53 M2/CAJA","M2",1.53,"20.1x20.1","Cerámico","Marmol","Gris","Mate","No Rectificado"," $389.00 "," $254.25 ",21.73%," $199.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",521106090564351,"PISO ALASKA BLACKBURN 45X45CM 1.62M2 CAJA","M2",1.62,"45x45","Cerámico","Piedra","Negro","Mate","No Rectificado"," $389.00 "," $240.12 ",17.13%," $199.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",521666090473021,"PISO MAYA MULTICOLOR 45X45 CM 1.62 M2 CAJA","M2",1.62,"45x45","Cerámico","Piedra","Café","Mate","No Rectificado"," $389.00 "," $240.12 ",17.13%," $199.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522610090056021,"PISO SENA MARFIL 45X45 CM 1.62 M2/CAJA","M2",1.62,"45x45","Cerámico","Piedra","Café","Mate","No Rectificado"," $409.00 "," $252.47 ",21.18%," $199.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522607279011201,"PISO PETRERA GRIS 55.5X55.5 CM 1.54 M2/CAJA","M2",1.54,"55.5x55.5","Cerámico","Granito","Gris","Mate","No Rectificado"," $369.00 "," $239.61 ",16.95%," $199.00 "," $-   "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024505","CALI 66 GREY 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","Gris","Mate","No Rectificado"," $409.00 "," $227.22 ",12.42%," $199.00 "," $179.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024504","CALI 66 WHITE 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","blanco","Mate","No Rectificado"," $409.00 "," $227.22 ",12.42%," $199.00 "," $179.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024501","GEO 66 IVORY 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Marmol","Beige","Mate","No Rectificado"," $409.00 "," $227.22 ",12.42%," $199.00 "," $174.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024502","GEO 66 SILVER 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Marmol","Gris","Mate","No Rectificado"," $409.00 "," $227.22 ",12.42%," $199.00 "," $179.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS7691","ACURA 66 GREY 60X60 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","gris","Mate","No Rectificado"," $449.00 "," $249.44 ",20.22%," $199.00 "," $185.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024509","CALEDONIA 66 HAYA 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Madera","Beige","Mate","No Rectificado"," $409.00 "," $227.22 ",12.42%," $199.00 "," $185.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS10024508","CALEDONIA 66 ROBLE 60X60 5 PZS 1.80M2","M2",1.8,"60X60","Cerámico","Madera","Café","Mate","No Rectificado"," $409.00 "," $227.22 ",12.42%," $199.00 "," $185.00 "
"Vitromex","Master","Pisos ","Pisos Vitromex",522863279007201,"PISO ARCTIC BLANCO 55.5x55.5 1.54 M2","M2",1.54,"55.5x55.5","Cerámico","Marmol","Blanco","Brillante","No Rectificado"," $389.00 "," $252.60 ",17.26%," $209.00 "," $-   "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS786","TULUM 60 STAR 60X60 5PZ 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","Gris","Mate","No Rectificado"," $499.00 "," $277.22 ",24.61%," $209.00 "," $-   "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS7692","ACURA 66 TERRA 60X60 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","Café","Mate","No Rectificado"," $449.00 "," $249.44 ",20.22%," $199.00 "," $185.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100154","PISO CERAMICO TRAVERTINO BIANCO 60X60 1.80M2 5PZ","M2",1.8,"60X60","Cerámico","Piedra","blanco","Mate","Recto"," $589.00 "," $327.22 ",36.13%," $209.00 "," $199.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS775","DOLOMITTI 66 IVORY 60X60 5PZ 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","Beige","Mate","No Rectificado"," $499.00 "," $277.22 ",24.61%," $209.00 "," $209.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS774","DOLOMITTI 66 BLACK 60X60 5PZ 1.80M2","M2",1.8,"60X60","Cerámico","Piedra","Negro","Mate","No Rectificado"," $529.00 "," $293.89 ",28.54%," $210.00 "," $199.00 "
"Vitromex","Master","Pisos ","Pisos Vitromex",521938251743151,"PISO VERONA GREY 20.1X20.1 CM 1.53 M2/CAJA","M2",1.53,"20.1x20.1","Cerámico","Piedra","Gris","Mate","No Rectificado"," $399.00 "," $260.78 ",16.02%," $219.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520090251011151,"PISO MONACO GRIS 20.1X20.1 CM 1.53 M2/CAJA","M2",1.53,"20.1x20.1","Cerámico","Madera","Gris","Mate","No Rectificado"," $399.00 "," $260.78 ",16.02%," $219.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520090251715151,"PISO MONACO CAFE 20.1X20.1 CM 1.53 M2/CAJA","M2",1.53,"20.1x20.1","Cerámico","Madera","Café","Mate","No Rectificado"," $399.00 "," $260.78 ",16.02%," $219.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520432251011151,"PISO LISBOA GRIS 20.1X20.1 CM 1.53 M2/CAJA","M2",1.53,"20.1x20.1","Cerámico","Marmol","Gris","Mate","No Rectificado"," $399.00 "," $260.78 ",16.02%," $219.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",520432251722151,"PISO LISBOA ALMENDRA 20.1X20.1 CM 1.53 M2/CAJA","M2",1.53,"20.1x20.1","Cerámico","Marmol","Beige","Mate","No Rectificado"," $399.00 "," $260.78 ",16.02%," $219.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",521172251028151,"PISO LEMAT BEIGE 20.1X20.1 CM 1.53 M2 CAJA","M2",1.53,"20.1x20.1","Cerámico","Piedra","Beige","Mate","No Rectificado"," $409.00 "," $267.32 ",18.08%," $219.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522023251315151,"TESSUTI MIX 20.1X20.1 1.53M2","M2",1.53,"20.1x20.1","Cerámico","Piedra","Café","Mate","No Rectificado"," $399.00 "," $260.78 ",16.02%," $219.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522623279010201,"PISO RODANO HUESO 55.5X55.5 CM 1.54 M2/CAJA","M2",1.54,"55.5x55.5","Cerámico","Marmol","Beige","Brillante","No Rectificado"," $409.00 "," $265.58 ",17.54%," $219.00 "," $-   "
